"activityLabel","chebiID"
"L-Albizziine;Albizzine","CHEBI_6173"
"Albizzine","CHEBI_6173"
"L-Albizziine","CHEBI_6173"
"L-Aspartic acid","CHEBI_17053"
"L-Canaline","CHEBI_41401"
"L-Canavanine","CHEBI_609827"
"L-Cysteine","CHEBI_17561"
"L-Cysteine","CHEBI_15356"
"L-alpha,gamma-Diaminobutyric acid","CHEBI_48950"
"L-Djenkolic acid;Djenkolic acid","CHEBI_6211"
"Djenkolic acid","CHEBI_6211"
"L-Djenkolic acid","CHEBI_6211"
"L-Glutamic acid;L-Glutamate","CHEBI_16015"
"L-Glutamic acid;L-Glutamate","CHEBI_18237"
"L-Glutamate","CHEBI_16015"
"L-Glutamate","CHEBI_18237"
"L-Glutamic acid","CHEBI_16015"
"L-Glutamic acid","CHEBI_18237"
"gamma-Hydroxy-L-arginine","CHEBI_47815"
"(+)-gamma-Hydroxy-L-homoarginine","CHEBI_27429"
"L-Proline","CHEBI_17203"
"Tricholomic acid","CHEBI_9690"
"Cadaverine","CHEBI_18127"
"Galegine","CHEBI_5265"
"Gyromitrin","CHEBI_5583"
"Hordatine B","CHEBI_5763"
"5-Methoxy-N,N-dimethyltryptamine;N,N-Dimethyl-5-methoxytryptamine;O-Methylbufotenine","CHEBI_2086"
"5-Methoxy-N,N-dimethyltryptamine","CHEBI_2086"
"N,N-Dimethyl-5-methoxytryptamine","CHEBI_2086"
"O-Methylbufotenine","CHEBI_2086"
"N-Methylmescaline","CHEBI_7319"
"Skatole","CHEBI_9171"
"Tryptamine;beta-(3-Indolyl)ethylamine","CHEBI_16765"
"Tryptamine","CHEBI_16765"
"beta-(3-Indolyl)ethylamine","CHEBI_16765"
"Cardiospermin","CHEBI_3413"
"Dhurrin","CHEBI_27826"
"Heterodendrin","CHEBI_5687"
"Prunasin;(-)-Prunasin;(2R)-Prunasin;(-)-(2R)-Prunasin","CHEBI_27761"
"(-)-(2R)-Prunasin","CHEBI_27761"
"(-)-Prunasin","CHEBI_27761"
"(2R)-Prunasin","CHEBI_27761"
"Prunasin","CHEBI_27761"
"Sarmentosin epoxide","CHEBI_9034"
"Gluconapoleiferin;2-Hydroxy-4-pentenyl glucosinolate","CHEBI_79349"
"2-Hydroxy-4-pentenyl glucosinolate","CHEBI_79349"
"Gluconapoleiferin","CHEBI_79349"
"Glucoputranjivin;1-Methylethyl glucosinolate;isopropyl glucosinolate","CHEBI_79331"
"1-Methylethyl glucosinolate","CHEBI_79331"
"Glucoputranjivin","CHEBI_79331"
"isopropyl glucosinolate","CHEBI_79331"
"3' 5'-cyclic AMP","CHEBI_17489"
"Vicine","CHEBI_9976"
"Phaseolotoxin","CHEBI_8047"
"Tentoxin","CHEBI_9439"
"Cibarian","CHEBI_3692"
"Indican;Indican glucoside;Uroxanthin","CHEBI_16700"
"Indican","CHEBI_16700"
"Indican glucoside","CHEBI_16700"
"Uroxanthin","CHEBI_16700"
"Methoxybrassinin;1-Methoxybrassinin","CHEBI_6841"
"1-Methoxybrassinin","CHEBI_6841"
"Methoxybrassinin","CHEBI_6841"
"Caranine","CHEBI_3383"
"Cavinine","CHEBI_3475"
"Lycorenine","CHEBI_6599"
"Lycoricidine","CHEBI_6600"
"Lycorine;(-)-Lycorine","CHEBI_6601"
"(-)-Lycorine","CHEBI_6601"
"Lycorine","CHEBI_6601"
"Narwedine","CHEBI_7487"
"Pancratistatin;(+)-Pancratistatin","CHEBI_7906"
"(+)-Pancratistatin","CHEBI_7906"
"Pancratistatin","CHEBI_7906"
"Pretazettine","CHEBI_8402"
"Indicaxanthin","CHEBI_5896"
"Miraxanthin V","CHEBI_6948"
"Musca-aurin-II","CHEBI_7032"
"Prebetanin","CHEBI_8367"
"Anopterine","CHEBI_2746"
"Delcorine","CHEBI_4380"
"Denudatine","CHEBI_4402"
"Garryine","CHEBI_5278"
"Hypaconitine","CHEBI_5831"
"Jesaconitine","CHEBI_6089"
"Lycaconitine","CHEBI_6587"
"Agroclavine","CHEBI_2519"
"Akuammidine","CHEBI_2531"
"Angustine","CHEBI_2725"
"Apovincamine","CHEBI_2787"
"Borreline","CHEBI_3154"
"Catharanthine","CHEBI_3469"
"Ergocornine","CHEBI_4820"
"Harmaline","CHEBI_28172"
"11-Hydroxycanthin-6-one","CHEBI_715"
"Mesembrenone","CHEBI_6777"
"Quadrigemine A","CHEBI_8689"
"Reserpine","CHEBI_28487"
"Strychnine;(-)-Strychnine;Certox","CHEBI_28973"
"(-)-Strychnine","CHEBI_28973"
"Certox","CHEBI_28973"
"Strychnine","CHEBI_28973"
"Usambarine","CHEBI_9911"
"Vindoline;(-)-Vindoline;NSC 91994;Vindolin","CHEBI_16380"
"(-)-Vindoline","CHEBI_16380"
"NSC 91994","CHEBI_16380"
"Vindolin","CHEBI_16380"
"Vindoline","CHEBI_16380"
"Vomicine","CHEBI_10019"
"Amurensine","CHEBI_2688"
"Aromoline;(+)-Aromoline;Thalicrine","CHEBI_2842"
"(+)-Aromoline","CHEBI_2842"
"Aromoline","CHEBI_2842"
"Thalicrine","CHEBI_2842"
"Berberine;Majarine;Thalsine;Umbellatin","CHEBI_16118"
"Berberine","CHEBI_16118"
"Majarine","CHEBI_16118"
"Thalsine","CHEBI_16118"
"Umbellatin","CHEBI_16118"
"(+)-Boldine;Boldine;d-Boldine","CHEBI_3148"
"(+)-Boldine","CHEBI_3148"
"Boldine","CHEBI_3148"
"d-Boldine","CHEBI_3148"
"Calafatimine","CHEBI_3300"
"(+)-Daphnandrine;O12'-Methyldaphnoline;Daphnandrine","CHEBI_4319"
"(+)-Daphnandrine","CHEBI_4319"
"Daphnandrine","CHEBI_4319"
"O12'-Methyldaphnoline","CHEBI_4319"
"Dihydrosanguinarine","CHEBI_17209"
"Emetine","CHEBI_4781"
"Jatrorrhizine;Neprotin;Neprotine;Yatrorizine","CHEBI_6087"
"Jatrorrhizine","CHEBI_6087"
"Neprotin","CHEBI_6087"
"Neprotine","CHEBI_6087"
"Yatrorizine","CHEBI_6087"
"Lophophorine","CHEBI_6536"
"Mecambrine;(-)-Fugapavine;(-)-Mecambrine","CHEBI_6705"
"(-)-Fugapavine","CHEBI_6705"
"(-)-Mecambrine","CHEBI_6705"
"Mecambrine","CHEBI_6705"
"Rodiasine","CHEBI_8886"
"Thebaine;(-)-Thebaine;Paramorphine","CHEBI_9519"
"(-)-Thebaine","CHEBI_9519"
"Paramorphine","CHEBI_9519"
"Thebaine","CHEBI_9519"
"Xylopinine;O,O-Dimethylgovadine;O-Methylgovanine;S-(-)-Xylopinine","CHEBI_10084"
"O,O-Dimethylgovadine","CHEBI_10084"
"O-Methylgovanine","CHEBI_10084"
"S-(-)-Xylopinine","CHEBI_10084"
"Xylopinine","CHEBI_10084"
"Cernuine","CHEBI_3560"
"Bakankoside","CHEBI_2983"
"Chaksine","CHEBI_3569"
"Gentianaine","CHEBI_5315"
"Thiobinupharidine","CHEBI_9548"
"(-)-Anabasine","CHEBI_74"
"Arecoline","CHEBI_2814"
"Brunfelsamidine","CHEBI_3195"
"Guvacine","CHEBI_5576"
"Lentiginosine","CHEBI_6409"
"Lobelanidine","CHEBI_6507"
"(+)-N-methylconiine","CHEBI_32"
"Picolinic acid","CHEBI_28747"
"Piperlongumine;Piplartine","CHEBI_8241"
"Piperlongumine","CHEBI_8241"
"Piplartine","CHEBI_8241"
"Angularine","CHEBI_2722"
"Fulvine","CHEBI_5187"
"Intermedine","CHEBI_5941"
"Petasitenine","CHEBI_8031"
"Retronecine","CHEBI_8821"
"Rinderine","CHEBI_8867"
"Senampeline A","CHEBI_9106"
"Senkirkine","CHEBI_9111"
"Symlandine","CHEBI_9374"
"Arborine","CHEBI_2803"
"Haplophyllidine","CHEBI_5618"
"Kokusaginine","CHEBI_6142"
"Lunacrine","CHEBI_6564"
"O-Methylptelofolonium","CHEBI_7687"
"Robustine;(-)-Rutacridone","CHEBI_8883"
"(-)-Rutacridone","CHEBI_8883"
"Robustine","CHEBI_8883"
"Skimmianine","CHEBI_9172"
"Vasicinone","CHEBI_9936"
"(-)-Thermopsine;Thermopsine","CHEBI_9524"
"(-)-Thermopsine","CHEBI_9524"
"Thermopsine","CHEBI_9524"
"alpha-Chaconine","CHEBI_10219"
"Conessine","CHEBI_27965"
"Cyclopamine","CHEBI_4021"
"Paravallarine","CHEBI_67712"
"Solacapine","CHEBI_9184"
"Benzoylecgonine","CHEBI_41001"
"Cinnamoylcocaine","CHEBI_3713"
"o-Acetylcypholophine","CHEBI_7670"
"Aspergillic acid","CHEBI_2879"
"Cephalotaxine;(-)-Cephalotaxine","CHEBI_3540"
"(-)-Cephalotaxine","CHEBI_3540"
"Cephalotaxine","CHEBI_3540"
"Cryogenine","CHEBI_3929"
"Himbacine","CHEBI_5720"
"Ibotenic acid","CHEBI_5854"
"Taxine A","CHEBI_9417"
"Riccionidin A","CHEBI_8851"
"alpha-Cotonefuran","CHEBI_10222"
"beta-Cotonefuran","CHEBI_10361"
"Dehydrotremetone","CHEBI_4371"
"Tremetone","CHEBI_9656"
"Biflorin","CHEBI_3094"
"Cannabichromene","CHEBI_3357"
"Eupatoriochromene;Desmethylencecalin","CHEBI_4936"
"Desmethylencecalin","CHEBI_4936"
"Eupatoriochromene","CHEBI_4936"
"Isobutyrylmallotochromene","CHEBI_5992"
"Methylripariochromene A","CHEBI_6891"
"Precocene 2","CHEBI_35606"
"Pulverochromenol","CHEBI_8637"
"Disenecionyl cis-khellactone","CHEBI_4656"
"Aesculin;Esculin","CHEBI_4853"
"Aesculin","CHEBI_4853"
"Esculin","CHEBI_4853"
"Leptodactylone","CHEBI_6411"
"Ostruthin","CHEBI_69833"
"Samidin","CHEBI_9019"
"5,6,7-Trimethoxycoumarin","CHEBI_28126"
"Anhydroglycinol;3,9-Dihydroxypterocarpene","CHEBI_2727"
"3,9-Dihydroxypterocarpene","CHEBI_2727"
"Anhydroglycinol","CHEBI_2727"
"(+-)-5-Deoxykievitone","CHEBI_63"
"Genistein 7-O-glucoside;Genistin;Genistoside;Genistein 7-O-beta-glucopyranoside","CHEBI_27514"
"Genistein 7-O-beta-glucopyranoside","CHEBI_27514"
"Genistein 7-O-glucoside","CHEBI_27514"
"Genistin","CHEBI_27514"
"Genistoside","CHEBI_27514"
"Hildecarpin;3,6a-Dihydroxy-2-methoxy-8,9-methylenedioxypterocarpan","CHEBI_5718"
"3,6a-Dihydroxy-2-methoxy-8,9-methylenedioxypterocarpan","CHEBI_5718"
"Hildecarpin","CHEBI_5718"
"(-)-Nissolin","CHEBI_105"
"Orobol;Norsantal;Santol;5,7,3',4'-Tetrahydroxyisoflavone","CHEBI_69437"
"5,7,3',4'-Tetrahydroxyisoflavone","CHEBI_69437"
"Norsantal","CHEBI_69437"
"Orobol","CHEBI_69437"
"Santol","CHEBI_69437"
"(+)-Vestitol;(3S)-Vestitol;(3S)-3,4-Dihydro-3-(2-hydroxy-4-methoxyphenyl)-2H-1-benzopyran-7-ol","CHEBI_9971"
"(+)-Vestitol","CHEBI_9971"
"(3S)-Vestitol","CHEBI_9971"
"(3S)-3,4-Dihydro-3-(2-hydroxy-4-methoxyphenyl)-2H-1-benzopyran-7-ol","CHEBI_9971"
"1-Acetoxypinoresinol","CHEBI_582"
"Gomisin L1 methyl ether","CHEBI_5517"
"Hinokinin;(-)-Hinokinin;Hinoquinin;(-)-Hinoquinin","CHEBI_5722"
"(-)-Hinokinin","CHEBI_5722"
"(-)-Hinoquinin","CHEBI_5722"
"Hinokinin","CHEBI_5722"
"Hinoquinin","CHEBI_5722"
"alpha-Peltatin","CHEBI_10324"
"Saucernetin","CHEBI_9041"
"Simplexoside","CHEBI_9149"
"(+)-Veraguensin","CHEBI_69669"
"Wuweizisu C;(-)-Wuweizisu C","CHEBI_10044"
"(-)-Wuweizisu C","CHEBI_10044"
"Wuweizisu C","CHEBI_10044"
"2,5-Dihydroxybenzoic acid;Gentisic acid","CHEBI_17189"
"2,5-Dihydroxybenzoic acid","CHEBI_17189"
"Gentisic acid","CHEBI_17189"
"Guaiacol;o-Guaiacol","CHEBI_28591"
"Guaiacol","CHEBI_28591"
"o-Guaiacol","CHEBI_28591"
"1,4-Benzenediol;Hydroquinone","CHEBI_17594"
"1,4-Benzenediol","CHEBI_17594"
"Hydroquinone","CHEBI_17594"
"3,3',4'-tri-O-methylellagic acid;Nasutin B","CHEBI_1368"
"3,3',4'-tri-O-methylellagic acid","CHEBI_1368"
"Nasutin B","CHEBI_1368"
"Turgorin","CHEBI_9780"
"Turricolol E","CHEBI_9781"
"Acetophenone","CHEBI_27632"
"Agrimophol","CHEBI_2518"
"Filixic acid BBB","CHEBI_5060"
"Paeonol","CHEBI_69581"
"Anethole","CHEBI_35616"
"Apiol;Parsley apiole;Apiole","CHEBI_70353"
"Apiol","CHEBI_70353"
"Apiole","CHEBI_70353"
"Parsley apiole","CHEBI_70353"
"4'-Cinnamoylmussatioside","CHEBI_1728"
"Coniferin;Coniferoside","CHEBI_16220"
"Coniferin","CHEBI_16220"
"Coniferoside","CHEBI_16220"
"Fagaramide","CHEBI_4966"
"Methylisoeugenol;trans-Methyl isoeugenol","CHEBI_6877"
"Methylisoeugenol","CHEBI_6877"
"trans-Methyl isoeugenol","CHEBI_6877"
"[6]-Shogaol","CHEBI_10138"
"Suspensaside","CHEBI_27917"
"Acamelin","CHEBI_2373"
"Anthragallol","CHEBI_2755"
"Cornudentanone","CHEBI_3885"
"Diospyrin;Euclein","CHEBI_4633"
"Diospyrin","CHEBI_4633"
"Euclein","CHEBI_4633"
"(+)-Eleutherin;Eleutherin","CHEBI_4774"
"(+)-Eleutherin","CHEBI_4774"
"Eleutherin","CHEBI_4774"
"Hypoxylone","CHEBI_5842"
"Knipholone","CHEBI_6141"
"Mansonone C","CHEBI_6689"
"Obtusifolin 2-glucoside","CHEBI_7716"
"Prenylbenzoquinone","CHEBI_35796"
"Phylloquinone;trans-Phylloquinone;Vitamin K1(20);Vitamin K1","CHEBI_18067"
"Phylloquinone","CHEBI_18067"
"Vitamin K1","CHEBI_18067"
"Vitamin K1(20)","CHEBI_18067"
"trans-Phylloquinone","CHEBI_18067"
"Dihydropinosylvin;3,5-Dihydroxybibenzyl","CHEBI_4579"
"3,5-Dihydroxybibenzyl","CHEBI_4579"
"Dihydropinosylvin","CHEBI_4579"
"3-Hydroxy-5-methoxy-6-prenylstilbene-2-carboxylic acid","CHEBI_28152"
"Isobatatasin I","CHEBI_5983"
"Isorhapontigenin 3-O-beta-D-glucopyranoside","CHEBI_6053"
"Rhaponticin;Rhaponthin;4'-Methoxy-3,3',5-trihydroxystilbene 3-O-beta-D-glucopyranoside","CHEBI_8824"
"Rhaponthin","CHEBI_8824"
"Rhaponticin","CHEBI_8824"
"4'-Methoxy-3,3',5-trihydroxystilbene 3-O-beta-D-glucopyranoside","CHEBI_8824"
"Kandelin A1;Cinchonain-1a-(4beta->8)-catechin","CHEBI_6110"
"Cinchonain-1a-(4beta->8)-catechin","CHEBI_6110"
"Kandelin A1","CHEBI_6110"
"Proanthocyanidin A-2;(+)-Proanthocyanidin A-2;Proanthocyanidin A2","CHEBI_28472"
"(+)-Proanthocyanidin A-2","CHEBI_28472"
"Proanthocyanidin A-2","CHEBI_28472"
"Robinetinidol-(4alpha->8)-catechin-(6->4alpoha)-robinetinidol ","CHEBI_8877"
"Tellimagrandin I","CHEBI_9433"
"Calophyllin B","CHEBI_3327"
"1,6-Dihydroxy-3,5-dimethoxyxanthone;3,5-Dimethoxy-1,6-dihydroxyxanthone","CHEBI_1406"
"1,6-Dihydroxy-3,5-dimethoxyxanthone","CHEBI_1406"
"3,5-Dimethoxy-1,6-dihydroxyxanthone","CHEBI_1406"
"1,7-Dihydroxyxanthone;Euxanthone","CHEBI_4946"
"1,7-Dihydroxyxanthone","CHEBI_4946"
"Euxanthone","CHEBI_4946"
"Gentisein","CHEBI_5323"
"Isogentisin","CHEBI_6017"
"Macluraxanthone;3-Hydroxyblancoxanthone","CHEBI_6623"
"3-Hydroxyblancoxanthone","CHEBI_6623"
"Macluraxanthone","CHEBI_6623"
"Methylswertianin;Swertiaperennin;1,8-Dihydroxy-3,7-dimethoxyxanthone","CHEBI_1228"
"1,8-Dihydroxy-3,7-dimethoxyxanthone","CHEBI_1228"
"Methylswertianin","CHEBI_1228"
"Swertiaperennin","CHEBI_1228"
"Morellin","CHEBI_6995"
"Psorospermin","CHEBI_8617"
"Methylbellidifolin;Swerchirin;1,8-Dihydroxy-2,6-dimethoxyxanthone","CHEBI_9368"
"1,8-Dihydroxy-2,6-dimethoxyxanthone","CHEBI_9368"
"Methylbellidifolin","CHEBI_9368"
"Swerchirin","CHEBI_9368"
"Gentiakochianin;Swertianin","CHEBI_9371"
"Gentiakochianin","CHEBI_9371"
"Swertianin","CHEBI_9371"
"Swertianolin","CHEBI_65478"
"Tripteroside","CHEBI_9746"
"Cleomiscosin A","CHEBI_3740"
"Daphneticin","CHEBI_4320"
"Garcinol","CHEBI_5276"
"Methysticin","CHEBI_6895"
"Monocerin","CHEBI_70148"
"Nepodin","CHEBI_7520"
"Ohioensin A","CHEBI_7732"
"Tremulacin","CHEBI_9657"
"1,2-Dihydroxymint lactone","CHEBI_507"
"Diosphenol;Buccocamphor","CHEBI_4632"
"Buccocamphor","CHEBI_4632"
"Diosphenol","CHEBI_4632"
"Agnuside;Buddlejoside A","CHEBI_2515"
"Agnuside","CHEBI_2515"
"Buddlejoside A","CHEBI_2515"
"Aucubin","CHEBI_69796"
"Plumericin","CHEBI_8274"
"Plumieride","CHEBI_8275"
"Botrydial","CHEBI_3159"
"beta-Cadinene","CHEBI_27723"
"Chamazulene","CHEBI_3573"
"(-)-Zingiberene;alpha-Zingiberene;l-Zingiberene","CHEBI_10115"
"(-)-Zingiberene","CHEBI_10115"
"alpha-Zingiberene","CHEBI_10115"
"l-Zingiberene","CHEBI_10115"
"Liatrin","CHEBI_6449"
"Mexicanin I","CHEBI_6915"
"Molephantinin","CHEBI_6963"
"Columbin","CHEBI_3829"
"Jatrophone","CHEBI_6086"
"Collettiside III;Dioscin","CHEBI_74023"
"Collettiside III","CHEBI_74023"
"Dioscin","CHEBI_74023"
"Betulin","CHEBI_3086"
"Lupenol;(+)-Lupenol;Lupeol","CHEBI_6570"
"(+)-Lupenol","CHEBI_6570"
"Lupenol","CHEBI_6570"
"Lupeol","CHEBI_6570"
"alpha-Carotene","CHEBI_28425"
"Isoscutellarein;8-Hydroxyapigenin;4',5,7,8-Tetrahydroxyflavone;5,7,8-Trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one","CHEBI_6059"
"4',5,7,8-Tetrahydroxyflavone","CHEBI_6059"
"8-Hydroxyapigenin","CHEBI_6059"
"Isoscutellarein","CHEBI_6059"
"5,7,8-Trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one","CHEBI_6059"
"Quercetin","CHEBI_16243"
"Schaftoside;Shaftoside","CHEBI_9047"
"Schaftoside","CHEBI_9047"
"Shaftoside","CHEBI_9047"
"Neocarlinoside","CHEBI_7500"
"Apigeninidin","CHEBI_2772"
"(Z,Z,Z)-Octadeca-9,12,15-trienoic acid;Linolenic acid;alpha-Linolenic acid","CHEBI_27432"
"(Z,Z,Z)-Octadeca-9,12,15-trienoic acid","CHEBI_27432"
"Linolenic acid","CHEBI_27432"
"alpha-Linolenic acid","CHEBI_27432"
"Betaine","CHEBI_17750"
"5-Methylsulfinylpentyl glucosinolate;Glucoalyssin","CHEBI_5395"
"5-Methylsulfinylpentyl glucosinolate","CHEBI_5395"
"Glucoalyssin","CHEBI_5395"
"Benzylglucosinolate;Glucotropaeolin;Tropaeolin","CHEBI_17127"
"Benzylglucosinolate","CHEBI_17127"
"Glucotropaeolin","CHEBI_17127"
"Tropaeolin","CHEBI_17127"
"5-Methylthiopentylglucosinolate;Glucoberteroin","CHEBI_79324"
"5-Methylthiopentylglucosinolate","CHEBI_79324"
"Glucoberteroin","CHEBI_79324"
"delta-Cadinene","CHEBI_15385"
"Astilbin","CHEBI_27669"
"Daidzein;7,4'-Dihydroxyisoflavone","CHEBI_28197"
"7,4'-Dihydroxyisoflavone","CHEBI_28197"
"Daidzein","CHEBI_28197"
"Cyclokievitone","CHEBI_4019"
"(+)-S-Carvone;D-Limonene;d-(+)-Limonene","CHEBI_15382"
"(+)-S-Carvone","CHEBI_15382"
"D-Limonene","CHEBI_15382"
"d-(+)-Limonene","CHEBI_15382"
"Ludovicin A;[1aR-(1aalpha,3beta,3aalpha,5abeta,8aalpha,8bbeta,8calpha)]-Decahydro-3-hydroxy-3a,8c-dimethyl-6-methyleneoxireno[7,8]naphtho[1,2-b]furan-7(2H)-one","CHEBI_6560"
"[1aR-(1aalpha,3beta,3aalpha,5abeta,8aalpha,8bbeta,8calpha)]-Decahydro-3-hydroxy-3a,8c-dimethyl-6-methyleneoxireno[7,8]naphtho[1,2-b]furan-7(2H)-one","CHEBI_6560"
"Ludovicin A","CHEBI_6560"
"1-Naphthoic acid","CHEBI_36466"
"epi-alpha-Muurolol;T-Muurolol","CHEBI_132906"
"T-Muurolol","CHEBI_132906"
"epi-alpha-Muurolol","CHEBI_132906"
"IndirubinCouroupitine B;Indigo red;Indigopurpurin","CHEBI_183083"
"Indigo red","CHEBI_183083"
"Indigopurpurin","CHEBI_183083"
"IndirubinCouroupitine B","CHEBI_183083"
"1-Octen-3-ol","CHEBI_34118"
"Cinnamic acid;beta-Phenylacrylic acid","CHEBI_35697"
"Cinnamic acid","CHEBI_35697"
"beta-Phenylacrylic acid","CHEBI_35697"
"Methyl 3,4,5-trihydroxybenzoate;Methyl gallate","CHEBI_145828"
"Methyl 3,4,5-trihydroxybenzoate","CHEBI_145828"
"Methyl gallate","CHEBI_145828"
"Methyl 4-hydroxy cinnamate;4-Hydroxycinnamic acid methyl ester;Methyl p-coumarate;Methyl p-hydroxycinnamate","CHEBI_86904"
"4-Hydroxycinnamic acid methyl ester","CHEBI_86904"
"Methyl 4-hydroxy cinnamate","CHEBI_86904"
"Methyl p-coumarate","CHEBI_86904"
"Methyl p-hydroxycinnamate","CHEBI_86904"
"n-Butyl propionate","CHEBI_89831"
"Shikimic acid 3-phosphate;S3P","CHEBI_17052"
"S3P","CHEBI_17052"
"Shikimic acid 3-phosphate","CHEBI_17052"
"Gibberellin A20;GA20","CHEBI_27742"
"GA20","CHEBI_27742"
"Gibberellin A20","CHEBI_27742"
"Gibberellin A24;GA24","CHEBI_32906"
"GA24","CHEBI_32906"
"Gibberellin A24","CHEBI_32906"
"N6-Benzyladenine","CHEBI_29022"
"Dihydrozeatin","CHEBI_17874"
"N6-(delta2-Isopentenyl)adenine;2iP","CHEBI_17660"
"2iP","CHEBI_17660"
"N6-(delta2-Isopentenyl)adenine","CHEBI_17660"
"Indole-3-butyric acid;1H-Indole-3-butanoic acid;IBA","CHEBI_33070"
"1H-Indole-3-butanoic acid","CHEBI_33070"
"IBA","CHEBI_33070"
"Indole-3-butyric acid","CHEBI_33070"
"(s)-(+)-Abscisic acid;2,4-Pentadienoic acid","CHEBI_2365"
"(s)-(+)-Abscisic acid","CHEBI_2365"
"2,4-Pentadienoic acid","CHEBI_2365"
"trans-p-Menthane-3,8-diol","CHEBI_16053"
"Spathulenol","CHEBI_132824"
"D-beta-Phenyllactic acid","CHEBI_32978"
"2-Furoic acid","CHEBI_30845"
"Artabsin","CHEBI_2848"
"alpha-Thujene","CHEBI_50031"
"Hydrangenol;3,4-Dihydro-8-hydroxy-3-(4-hydroxyphenyl)-H-2-benzopyran-1-one","CHEBI_5776"
"3,4-Dihydro-8-hydroxy-3-(4-hydroxyphenyl)-H-2-benzopyran-1-one","CHEBI_5776"
"Hydrangenol","CHEBI_5776"
"Protoanemonin;Protoanemonene","CHEBI_28906"
"Protoanemonene","CHEBI_28906"
"Protoanemonin","CHEBI_28906"
"Batatasin I;6-Hydroxy-2,4,7-trimethoxyphenanthrene","CHEBI_2996"
"6-Hydroxy-2,4,7-trimethoxyphenanthrene","CHEBI_2996"
"Batatasin I","CHEBI_2996"
"Hexanal","CHEBI_88528"
"Xanthotoxin","CHEBI_18358"
"Xanthotoxol;8-Hydroxyanthotoxol","CHEBI_15709"
"8-Hydroxyanthotoxol","CHEBI_15709"
"Xanthotoxol","CHEBI_15709"
"(-)-Trachelogenin","CHEBI_9647"
"p-Coumaryl alcohol","CHEBI_64555"
"p-Coumaryl alcohol","CHEBI_28386"
"Eugenol","CHEBI_4917"
"(+)-Denudatin B","CHEBI_4401"
"Dihydroquercetin;(2R,3R)-Taxifolin;Distylin","CHEBI_17948"
"(2R,3R)-Taxifolin","CHEBI_17948"
"Dihydroquercetin","CHEBI_17948"
"Distylin","CHEBI_17948"
"Nordihydroguaiaretic acid","CHEBI_73468"
"Phyllanthin","CHEBI_8177"
"Kadsurenone;Kadsurenone A","CHEBI_6097"
"Kadsurenone","CHEBI_6097"
"Kadsurenone A","CHEBI_6097"
"(+)-Camphor;Camphor","CHEBI_15396"
"(+)-Camphor","CHEBI_15396"
"Camphor","CHEBI_15396"
"Menthyl acetate","CHEBI_104"
"Lycopene;all-trans-Lycopene","CHEBI_15948"
"Lycopene","CHEBI_15948"
"all-trans-Lycopene","CHEBI_15948"
"Butrin","CHEBI_3244"
"6,8-Diprenylnaringenin;Lonchocarpol A;Senegalensein","CHEBI_2156"
"6,8-Diprenylnaringenin","CHEBI_2156"
"Lonchocarpol A","CHEBI_2156"
"Senegalensein","CHEBI_2156"
"Naringenin;(-)-Naringenin","CHEBI_17846"
"(-)-Naringenin","CHEBI_17846"
"Naringenin","CHEBI_17846"
"Neoeriocitrin","CHEBI_7502"
"Pinocembrin","CHEBI_28157"
"Piperaduncin B","CHEBI_8234"
"Prunin;Naringenin 7-O-beta-D-glucoside;5,7,4'-Trihydroxyflavanone 7-O-beta-D-glucopyranoside","CHEBI_28327"
"Naringenin 7-O-beta-D-glucoside","CHEBI_28327"
"Prunin","CHEBI_28327"
"5,7,4'-Trihydroxyflavanone 7-O-beta-D-glucopyranoside","CHEBI_28327"
"Sanggenon C","CHEBI_9020"
"Silandrin","CHEBI_9138"
"Agathisflavone","CHEBI_2512"
"Cosmosiin;Apigenin 7-O-beta-D-glucopyranoside;Apigenin 7-glucoside;(-)-Apigenin 7-glucoside","CHEBI_16778"
"(-)-Apigenin 7-glucoside","CHEBI_16778"
"Apigenin 7-O-beta-D-glucopyranoside","CHEBI_16778"
"Apigenin 7-glucoside","CHEBI_16778"
"Cosmosiin","CHEBI_16778"
"Galangin 3,5,7-trimethyl ether;Galangin trimethyl ether;3,5,7-trimethoxyflavone","CHEBI_5263"
"3,5,7-trimethoxyflavone","CHEBI_5263"
"Galangin 3,5,7-trimethyl ether","CHEBI_5263"
"Galangin trimethyl ether","CHEBI_5263"
"Hispidulin;6-Methoxyapigenin;6-O-Methylapigenin;Dinatin","CHEBI_75902"
"6-Methoxyapigenin","CHEBI_75902"
"6-O-Methylapigenin","CHEBI_75902"
"Dinatin","CHEBI_75902"
"Hispidulin","CHEBI_75902"
"Kaempferide","CHEBI_6099"
"Isokaempferide;Kaempferol 3-methyl ether;5,7,4'-trihydroxy-3-methoxyflavone","CHEBI_1579"
"5,7,4'-trihydroxy-3-methoxyflavone","CHEBI_1579"
"Isokaempferide","CHEBI_1579"
"Kaempferol 3-methyl ether","CHEBI_1579"
"Kuwanon H;Kuwanone H","CHEBI_6147"
"Kuwanon H","CHEBI_6147"
"Kuwanone H","CHEBI_6147"
"6-Methoxyluteolin 7-rhamnoside","CHEBI_28314"
"Robinetin","CHEBI_8876"
"D-Cymarose;2,6-Dideoxy-3-O-methyl-beta-D-ribo-hexopyranose","CHEBI_10366"
